@relation 'AT: DataTable-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R411-weka.filters.unsupervised.attribute.Standardize_principal components'

@attribute 0.103FNC107+0.103FNC170+0.101FNC84+0.097FNC194+0.096FNC35... numeric
@attribute '0.146FNC122+0.13 FNC125+0.124FNC99+0.124FNC115+0.122FNC360...' numeric
@attribute '0.139FNC86-0.139FNC110+0.13 FNC79-0.128FNC118-0.122FNC100...' numeric
@attribute '0.14 FNC309-0.136FNC324+0.115FNC330-0.114FNC256-0.112FNC334...' numeric
@attribute -0.153FNC335-0.151FNC264-0.151FNC353-0.134FNC285+0.127FNC368... numeric
@attribute -0.132FNC159+0.132FNC153-0.127FNC167-0.126FNC162+0.123FNC350... numeric
@attribute -0.167FNC164-0.161FNC276-0.156FNC126+0.136FNC36-0.134FNC31... numeric
@attribute 0.156FNC11+0.124FNC344-0.12FNC228+0.118FNC158+0.113FNC299... numeric
@attribute '-0.158FNC277+0.15 FNC91-0.134FNC280+0.134FNC177-0.13FNC262...' numeric
@attribute '-0.141FNC57-0.136FNC202-0.127FNC104+0.125FNC78+0.12 FNC184...' numeric
@attribute -0.184SBM_map36-0.156SBM_map5-0.152SBM_map7+0.136FNC234-0.133SBM_map55... numeric
@attribute -0.136FNC321-0.132FNC106-0.13FNC59-0.123FNC191-0.121SBM_map4... numeric
@attribute '0.172SBM_map13+0.148SBM_map1+0.137SBM_map45+0.134FNC320+0.13 SBM_map69...' numeric
@attribute -0.173FNC298+0.131FNC304+0.129FNC40-0.122FNC56-0.121FNC223... numeric
@attribute 0.186FNC222-0.154FNC9-0.142FNC20+0.136FNC225+0.135FNC191... numeric
@attribute 0.162FNC155-0.144FNC233+0.132FNC162-0.132FNC288-0.124FNC306... numeric
@attribute -0.167FNC288+0.149FNC190-0.143FNC304-0.124SBM_map1-0.116FNC302... numeric
@attribute 0.166FNC47+0.144FNC2+0.136SBM_map22+0.136FNC333-0.132FNC266... numeric
@attribute -0.176FNC245+0.141FNC146-0.123FNC130+0.117FNC210+0.113FNC240... numeric
@attribute 0.205FNC205-0.157FNC195-0.124SBM_map17-0.121FNC199+0.121FNC40... numeric
@attribute 0.159FNC249+0.152FNC257-0.147FNC307-0.141FNC212-0.125FNC48... numeric
@attribute 0.154SBM_map55-0.146FNC22-0.129FNC114+0.127FNC197+0.125FNC103... numeric
@attribute 0.177FNC371+0.143FNC253-0.137FNC351-0.124SBM_map28-0.119SBM_map5... numeric
@attribute -0.162FNC66-0.15FNC157-0.143SBM_map4-0.142SBM_map1-0.131SBM_map52... numeric
@attribute 0.155FNC181+0.147FNC292-0.145FNC23+0.142FNC300+0.141FNC312... numeric
@attribute 0.186SBM_map26+0.163FNC304-0.144FNC45-0.137FNC180+0.134SBM_map40... numeric
@attribute -0.149FNC46+0.141FNC192-0.137FNC38-0.131FNC70-0.125FNC55... numeric
@attribute '-0.137FNC32-0.125SBM_map5-0.122FNC176+0.12 FNC185+0.115FNC342...' numeric
@attribute '-0.146FNC166+0.14 FNC211+0.137SBM_map72-0.133SBM_map69+0.132FNC5...' numeric
@attribute '0.162FNC221-0.155FNC218-0.146FNC54+0.14 SBM_map51+0.139FNC212...' numeric
@attribute -0.157FNC218-0.15FNC8-0.145FNC49-0.144FNC291+0.132SBM_map7... numeric
@attribute -0.17FNC375+0.147SBM_map8-0.146SBM_map3-0.145FNC56+0.134SBM_map73... numeric
@attribute '0.126SBM_map2+0.125FNC274+0.12 FNC256-0.119FNC177+0.119FNC169...' numeric
@attribute -0.15SBM_map72+0.149SBM_map71+0.143FNC176+0.132FNC153+0.128SBM_map55... numeric
@attribute '0.142FNC227+0.139FNC177+0.138FNC106-0.127FNC260+0.12 FNC178...' numeric
@attribute 0.168FNC39-0.161FNC37+0.157FNC232-0.154FNC345+0.147FNC75... numeric
@attribute -0.156FNC290-0.138FNC164+0.125FNC154+0.124FNC145+0.121FNC314... numeric
@attribute 0.215SBM_map6-0.186FNC22-0.165FNC235-0.137FNC370+0.129FNC231... numeric
@attribute -0.168FNC368+0.155FNC195-0.14SBM_map32+0.139FNC330+0.138FNC230... numeric
@attribute -0.142FNC275-0.131FNC143+0.127FNC209+0.127FNC341-0.123FNC23... numeric
@attribute -0.166FNC310-0.158FNC290-0.149SBM_map51-0.133FNC340+0.123FNC339... numeric
@attribute '-0.154FNC274+0.137FNC227+0.135FNC121-0.135FNC35+0.13 FNC142...' numeric
@attribute -0.185SBM_map64+0.152FNC230-0.147FNC26-0.137FNC321-0.137FNC332... numeric
@attribute -0.164FNC192+0.142FNC128-0.134SBM_map43-0.127FNC307+0.125FNC170... numeric
@attribute -0.149FNC33+0.126FNC77-0.125FNC136-0.125FNC58+0.121FNC61... numeric
@attribute -0.183SBM_map2+0.141FNC345-0.14FNC238-0.126FNC353+0.124SBM_map13... numeric
@attribute 0.158FNC280+0.154FNC161-0.131FNC103-0.127FNC149+0.125FNC311... numeric
@attribute 0.143SBM_map32+0.126FNC364+0.126SBM_map40-0.119SBM_map45+0.119FNC130... numeric
@attribute -0.157FNC202+0.143FNC301-0.141FNC168+0.135SBM_map48-0.132FNC136... numeric
@attribute -0.172FNC155+0.155FNC353-0.148FNC313-0.125FNC302+0.125SBM_map43... numeric
@attribute 0.222FNC308-0.17FNC20-0.131FNC70+0.125FNC288-0.124FNC71... numeric
@attribute '-0.221FNC32+0.16 FNC275+0.15 SBM_map13-0.135FNC33-0.133FNC338...' numeric
@attribute '0.154FNC291+0.136FNC299+0.13 FNC316+0.13 FNC182+0.13 FNC74...' numeric
@attribute 0.194SBM_map52-0.158FNC352-0.155SBM_map26-0.146FNC252-0.141SBM_map13... numeric
@attribute -0.147SBM_map32+0.136FNC258-0.129FNC16+0.126SBM_map71+0.124FNC182... numeric
@attribute -0.19FNC29-0.147SBM_map3-0.14FNC32-0.13FNC33+0.126FNC129... numeric
@attribute -0.175SBM_map55+0.156SBM_map69-0.147FNC161-0.143FNC371+0.127SBM_map4... numeric
@attribute 0.149FNC307-0.143FNC221-0.14FNC189+0.136FNC173-0.135SBM_map6... numeric
@attribute -0.14FNC13-0.136FNC345+0.128FNC32+0.125SBM_map5-0.123FNC327... numeric
@attribute Class {T,F}

@data
-3.825546,7.311635,-3.613197,-1.374481,3.79505,4.965942,3.121856,-2.292995,-2.378862,-2.947454,0.591691,-8.782143,0.775878,1.89198,0.440416,5.548758,2.077301,-2.763277,-3.926901,-1.66076,0.719589,1.743974,1.869546,-2.684538,-4.437618,-0.489104,-1.09673,-1.05763,-2.19907,-0.649773,1.110445,-0.215085,0.941434,-0.4048,-3.146116,0.065758,2.829003,2.893678,0.234685,-0.148885,-2.247366,-1.486377,-0.25811,-1.335305,2.769343,-0.088544,-1.272889,-1.968781,0.671948,0.943825,2.051638,-0.412097,-1.071505,1.767577,-1.021611,1.378451,-0.204453,-0.018353,-0.819843,T
-5.346313,-1.562767,-2.458677,-3.498667,0.486534,3.135749,0.961819,0.01453,1.453274,1.872144,0.060752,3.464568,1.25424,1.41048,-0.419151,0.581085,-4.425449,1.805108,1.072345,1.386512,0.681539,-3.125919,3.711799,-3.522085,2.632563,-1.278003,-0.076994,2.343621,0.604021,-2.149229,-5.397394,0.113768,-1.138643,-1.47987,3.581327,0.211891,-2.408592,0.456593,1.625945,-2.060712,-0.379073,-0.79725,-0.383389,-0.464063,0.920258,-0.724584,-0.237401,-2.056571,1.145271,0.294847,0.832819,0.314411,-0.474201,1.709256,-1.956268,0.579973,-0.984677,0.919022,-0.110153,T
-4.692878,-8.487063,-5.055646,5.493576,-0.524695,-9.569127,-3.203008,-3.05544,3.552186,-3.879573,0.585813,1.894026,-1.991335,3.123349,-3.209468,6.157333,0.460893,1.438052,3.234969,-0.187108,-0.124942,-1.914936,-6.882122,-2.890094,4.490121,-1.785171,0.79867,2.450039,-2.622958,2.791662,0.825535,2.073147,-1.338125,0.806275,-2.407761,3.426226,3.377097,-1.157451,1.346079,-1.267232,-2.136639,1.180043,-0.894949,-2.035123,1.409927,-1.173413,0.792884,-1.65376,-0.155217,0.641819,1.229289,-0.385048,-0.11686,-0.994518,-0.277587,-1.617119,-0.445984,-0.991212,-0.264417,T
2.201717,-3.027592,5.754142,-2.104061,2.890304,3.467192,-5.287068,-0.605867,-5.156091,2.102148,-2.89646,-4.679082,2.544044,-1.658132,-7.454197,-1.61066,5.910293,2.165497,-3.932015,2.37251,-5.418885,-1.428921,-2.187284,0.548964,0.279189,2.091552,-2.593725,-0.915478,0.571324,-1.936021,0.018774,2.557351,0.121501,-0.301034,1.153652,0.134624,1.966351,-1.809795,2.485263,-0.848212,-2.868122,1.187741,0.837232,0.495711,-0.489955,-0.798474,0.354858,-0.875405,-0.128559,1.382951,-2.316121,-0.170627,2.715908,0.008166,-0.587435,0.037899,0.157632,1.110075,0.430505,T
3.224685,0.554118,-4.823983,-4.903856,2.187772,4.07623,3.474442,-3.092556,-0.880892,1.241666,-2.533823,3.803872,-1.743071,1.848625,0.696721,0.129288,-1.448401,-1.980348,3.417606,0.738383,1.000029,-6.83254,1.200634,2.502342,2.126629,-0.444858,-1.722941,-2.406928,0.841118,-1.242732,0.715048,2.886681,1.396407,0.699944,1.025134,-0.673233,1.029887,1.950161,-0.899182,0.930524,2.544994,2.889098,-1.795118,-2.959615,0.440466,0.663025,1.012248,-1.400722,1.832169,-0.990085,0.469091,-0.257826,0.497829,2.840092,-0.781298,-0.677828,-2.016146,-1.489653,-1.256109,F
3.144017,-3.297143,0.313763,-4.157726,4.135348,-6.708828,5.634477,-8.622133,-1.662919,5.675067,4.633402,0.716238,0.345214,6.086435,2.887496,-1.562138,-0.379458,3.235154,3.372438,2.905953,5.369893,1.187202,-0.426335,2.896389,-3.08738,2.03621,0.016557,-0.646781,-3.240864,1.17921,1.335612,2.08843,-0.92987,2.464368,-1.238263,-1.212527,-0.55622,0.712986,1.36886,1.03925,-1.851163,0.041005,0.182799,-0.392993,-1.48979,-0.626298,-0.759353,0.522737,-1.51409,0.575151,-1.100349,1.118372,1.307486,3.247026,-0.631918,0.054789,1.050342,2.441024,-0.895127,T
-6.451073,-3.30081,-1.469691,2.650253,-3.792552,0.583008,3.6995,0.404787,1.668039,11.294301,-3.874921,3.636561,-2.602879,-2.742377,1.844988,2.892053,4.172665,-2.806079,-3.353241,-1.768997,-0.800656,-0.374826,-1.678375,-1.272394,-0.354071,-2.069178,-4.541174,-0.763658,-2.006929,3.122941,-2.816252,1.595897,-1.872606,-6.469948,0.614623,-0.399058,-1.968858,1.442923,-1.68814,-0.344276,-0.870524,-0.51926,-0.187385,0.516729,0.209743,-1.951779,-1.378733,2.145134,0.665369,1.118856,0.195914,-1.116083,1.938807,1.195803,0.772356,-1.460885,0.887358,-0.825674,-0.081111,F
-0.289835,4.197931,2.250695,-1.39263,2.944274,-0.601453,-3.34602,1.69752,3.954013,2.326342,4.11682,5.292515,-0.863662,1.454568,0.416406,-1.806071,2.137654,0.869339,-3.186014,0.59209,-5.510593,0.900378,-0.656865,-1.088016,-0.436361,1.846498,2.984153,-1.124768,1.987836,4.42179,1.970173,-3.731558,0.722505,1.025967,-2.462341,-0.006812,-0.284154,-0.578067,0.828719,-0.102263,3.232993,-3.132964,-2.29279,0.391067,0.370625,-1.149874,0.917493,-0.67571,1.577857,-1.339737,0.862914,0.017792,0.889803,0.53453,-1.739007,-2.138509,-1.335859,-1.357404,-1.660919,F
2.163341,-4.496671,-0.401081,2.011499,1.416523,4.948818,9.178368,1.019696,-3.389662,1.478965,-2.447761,-0.632369,1.249005,-4.598475,-3.858511,-4.040237,0.170715,4.584565,0.221645,0.659687,1.397851,0.121124,-7.000812,0.787365,-0.678159,-3.908129,7.022165,0.673645,-0.875685,-3.81255,-2.91255,0.154091,-3.170328,1.292672,-0.166501,-3.583997,0.415021,1.58885,0.508734,2.541757,2.349693,-1.383921,1.47425,-0.240745,2.246027,-1.17988,-0.422276,0.073652,-0.657017,-0.686662,1.870088,-0.326799,0.344918,-0.213614,-0.225025,-1.788453,-0.520392,-0.540554,-0.330488,F
6.954444,7.036221,-0.579535,7.4412,-6.357183,0.630492,-2.3604,-1.50978,-0.847077,-2.061855,0.415304,1.803275,-2.103813,-1.867619,2.9036,-1.822156,-2.321531,0.81877,-1.6178,-3.104165,1.068915,-1.398442,-4.079607,0.910035,0.078103,-2.647938,0.109584,-1.468263,-3.412323,-4.917632,3.225679,-1.11859,3.378413,-0.998661,-1.61165,-0.313446,-3.99121,-0.652513,4.234413,-0.505071,-1.628791,2.461808,-1.245548,2.34906,0.023275,-0.033983,0.761539,1.39089,1.45166,2.892632,0.063095,1.024006,0.329671,1.038886,-0.258646,1.731676,-1.727288,-1.92543,0.49571,F
-6.210358,-2.062964,-2.728474,-4.034286,-0.182807,1.105198,-0.889417,1.335522,1.898263,3.48689,3.504831,-0.218797,-2.309503,0.383183,1.642722,1.09282,2.661001,-2.261191,2.401174,0.557645,0.353417,-1.504816,0.773776,2.930499,-0.846162,-2.804004,0.694553,2.476398,0.960216,-0.319204,-1.303846,-0.408047,-1.450987,2.548881,-0.21097,3.204775,1.138645,-2.271929,3.23648,1.033977,1.08745,-2.661209,1.283551,1.622956,-1.802454,-4.106469,0.810586,2.516061,2.008917,-2.038268,-1.112878,1.717441,0.219206,0.553866,0.876322,2.730983,0.25403,0.001945,-0.492613,T
-3.280144,10.822563,-0.563058,4.321377,2.817857,2.752213,-1.043872,0.077328,-1.006531,2.619191,1.761258,4.661592,-2.519769,3.201557,-0.329565,-0.545514,2.518508,-1.560723,-1.469957,3.243506,1.97934,2.611489,0.63552,-0.672439,0.821182,-0.587074,2.134088,0.472061,1.075687,0.378926,0.653766,0.386301,0.368245,0.498336,-1.470334,-1.317148,-1.692997,-1.240446,2.0121,-3.619656,-0.34928,3.899911,3.007034,1.031173,1.566844,0.097719,-3.153277,0.087504,-1.811878,-0.318326,-1.350156,-0.795313,-2.762061,0.695787,-1.421025,-1.572905,3.398699,-1.908224,-1.945729,F
-0.999738,-1.866624,-2.808532,-3.610485,2.697051,4.290433,-2.415297,2.308254,-0.911506,0.962375,6.377561,-0.370529,-1.895462,-3.37219,-0.973765,-0.538196,5.053399,-2.437472,-0.632003,1.546351,2.343475,2.054881,-0.884975,-0.730373,3.417881,-0.56251,2.039645,-1.480355,1.44347,-1.673373,0.635837,2.814838,2.049252,1.881749,1.563766,4.194479,-2.562374,1.604843,-2.151488,-1.999462,2.897655,-0.283972,-0.990064,-1.89387,2.215278,-1.417896,0.002318,-0.197949,-1.147191,3.524801,-0.336562,2.076054,-0.454165,-1.214584,-0.693672,0.996641,1.809513,2.591577,0.446073,T
